Topic,Source,Last Updated,Question,Answer
Vaccine Brands,DOH,3/31/2021,What are the risks of COVID-19 Vaccine Astrazeneca?,"Some side effects reported from COVID-19 AstraZeneca include: tenderness and/or pain in injection site, headache, general discomfort or malaise, chills or increased body temperature, nausea
allergic reactions. Health specialists continue to monitor potential serious or unexpected effects from COVID-19 Vaccine AstraZeneca."
Vaccine Brands,DOH,3/31/2021,What should I do in case of severe reaction to COVID-19 Vaccine AstraZeneca?,"In the unlikely chance COVID-19 Vaccine AstraZeneca causes severe allergic reactions, your provider may ask you to stay at the vaccination site for monitoring. Signs of severe allergic reaction include: breathing difficulty, swelling of face and/or throat, fast heartbeat, rash all over the body, weakness or dizziness. Call your provider if any discomfort, side effects or unusual symptoms persist 24 hours after getting COVID-19 Vaccine AstraZeneca."
Vaccine Brands,DOH,3/31/2021,Can I receive COVID-19 Vaccine AstraZeneca with other vaccines? ,"If you have received any other injections recently, inform your provider and wait two weeks before getting COVID-19 Vaccine AstraZeneca. "
Vaccine Brands,DOH,3/31/2021,How will I know the schedule for my next vaccine dose?,"After getting the first dose, your provider will give you a vaccination card that shows when you should return for your second COVID-19 Vaccine AstraZeneca dose. "
Vaccine Brands,DOH,3/31/2021,Can I choose the brand of vaccine I will receive?,The National Government will vaccinate based on prioritization and vaccine delivery schedules. Priority groups will receive FDA-approved vaccines delivered first.
Getting Vaccinated,DOH,3/31/2021,How much do vaccines cost?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.
Getting Vaccinated,DOH,3/31/2021,Do I need to pay for the vaccine?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.
Getting Vaccinated,DOH,4/1/2021,Is the vaccine free?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.
Getting Vaccinated,DOH,4/1/2021,How much will be the vaccine be?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.
Vaccine Brands,DOH,3/31/2021,What are the available vaccine brands in the Philippines?,"For more information on the available vaccine brands in the Philippines, please visit DOH's website: https://doh.gov.ph/covid19vaccinestracker"
Vaccine Brands,DOH,3/31/2021,What are already available in the Philippines?,"For more information on the available vaccine brands in the Philippines, please visit DOH's website: https://doh.gov.ph/covid19vaccinestracker"
Vaccines General Info,DOH,3/30/2021,Can I get COVID-19 from the Vaccine?,You cannot get COVID-19 from the vaccine because there is no live virus in any of the vaccines presently available.
Getting Vaccinated,DOH,3/30/2021,What do I need to remember to do after I get my vaccine?,"Remember, vaccines only add to the protection provided by the BIDA behaviors (bawal walang mask, i-sanitize ang mga kamay, dumistansya ng isang metro, alamin ang tamang impormasyon) and minimum public health standards."
Getting Vaccinated,DOH,3/30/2021,I am experiencing fever and pain at the injection site after vaccination. Should I be alarmed?,"Local reactions like pain, redness, and swelling at the injection site and flu-like symptoms including fever, headache, and fatigue are common after vaccination. These are signs that your body is buidling up the immune response from the vaccine. These symptoms will resolve in on to three days."
Getting Vaccinated,DOH,3/30/2021,What will I feel after the vaccine?,"Local reactions like pain, redness, and swelling at the injection site and flu-like symptoms including fever, headache, and fatigue are common after vaccination. These are signs that your body is buidling up the immune response from the vaccine. These symptoms will resolve in on to three days."
Getting Vaccinated,DOH,3/30/2021,Is it normal to feel sore after getting the vaccine?,"Local reactions like pain, redness, and swelling at the injection site and flu-like symptoms including fever, headache, and fatigue are common after vaccination. These are signs that your body is buidling up the immune response from the vaccine. These symptoms will resolve in on to three days."
Getting Vaccinated,DOH,3/30/2021,Is it normal to experience flu after getting vaccinated?,"Local reactions like pain, redness, and swelling at the injection site and flu-like symptoms including fever, headache, and fatigue are common after vaccination. These are signs that your body is buidling up the immune response from the vaccine. These symptoms will resolve in on to three days."
Getting Vaccinated,DOH,3/30/2021,What are normal reactions to the vaccine?,"Local reactions like pain, redness, and swelling at the injection site and flu-like symptoms including fever, headache, and fatigue are common after vaccination. These are signs that your body is buidling up the immune response from the vaccine. These symptoms will resolve in on to three days."
Getting Vaccinated,DOH,3/30/2021,What should I do if my symptoms got worse? Or did not resolve in 3 days,"Consult your doctor or nearest facility if they don't resolve after 3 days, or if they worsen after one day."
Getting Vaccinated,DOH,3/31/2021,Can I purchase the vaccine from private clinics or pharmacies?,"You cannot purchase COVID-19 vaccines from private clinics or pharmacies. At present, only the government is duly authorized to procure and administer vaccines. Until a full market authorization is issued by the Philippine FDA, any COVID-19 vaccine should not be sold to the public."
Getting Vaccinated,DOH,3/31/2021,Can I buy vaccines at pharmacies?,"You cannot purchase COVID-19 vaccines from private clinics or pharmacies. At present, only the government is duly authorized to procure and administer vaccines. Until a full market authorization is issued by the Philippine FDA, any COVID-19 vaccine should not be sold to the public."
Getting Vaccinated,DOH,3/31/2021,Is the vaccine free for priority groups?,The cost of vaccines for priority groups will be shouldered by the Philippine government.
Vaccines General Info,DOH,3/31/2021,What if I do not want to get vaccinated?,"Vaccination is not mandatory. But the government highly encourages the public to get vaccinated and be protected against preventable disease. The COVID-19 pandemic has taken many lives, and continues to put many at risk. It has also disrupted the economy, leaving many Filipinos jobless or underemployed. With the availability of COVID-19 vaccines which can (1) prevent symptomatic infection and possibly (2) prevent severe infection and (3) prevent transmission, we have the opportunity to get ahead of the virus. However, like many vaccines being used in the past decades, the protective effect on our community is maximized only when at least 70% of the population get vaccinated. For example, if your barangay has 100,000 people, at least 70,000 should be vaccinated to ensure protection of the community. So remember, this is not just about getting you or your family vaccinated, this is about getting your barangay, city, province up for it."
Getting Vaccinated,DOH,3/31/2021,What to do before getting vaccinated?,"While we wait for the vaccines to arrive, make sure you obtain accurate information only from the right sources. Ask only licensed medical professionals so that you are correctly advised regarding COVID-19 vaccination. Verify things you may have read or heard. It is only when you are armed with the right information can you rightfully decide yourself if you will be vaccinated. Your health history will be crucial in determining whether you should get vaccinated or what vaccines are appropriate for you. It is therefore important that you take the health screening seriously. Show up on the day of your screening and declare your complete medical history (e.g. allergies, risky behavior). The health care professional will only be able to assess you correctly if you provide the correct information. If you did not undergo screening, you will not be booked or scheduled for vaccination."
Getting Vaccinated,DOH,3/31/2021,What do I do prior to vaccination?,"While we wait for the vaccines to arrive, make sure you obtain accurate information only from the right sources. Ask only licensed medical professionals so that you are correctly advised regarding COVID-19 vaccination. Verify things you may have read or heard. It is only when you are armed with the right information can you rightfully decide yourself if you will be vaccinated. Your health history will be crucial in determining whether you should get vaccinated or what vaccines are appropriate for you. It is therefore important that you take the health screening seriously. Show up on the day of your screening and declare your complete medical history (e.g. allergies, risky behavior). The health care professional will only be able to assess you correctly if you provide the correct information. If you did not undergo screening, you will not be booked or scheduled for vaccination."
Getting Vaccinated,DOH,3/31/2021,What to do on the day of the vaccination?,"Go to your assigned vaccination site on time - of course wearing your mask and face shield. Before getting your shot, you will sign an informed consent form signifying your willingness to be vaccinated and that you are aware of the benefits and risks of the vaccine. Follow the minimum health standards protocols in your vaccination site to keep everyone safe (e.g. physical distancing appropriately). Immediately after being vaccinated, you will receive your vaccination card and you will be asked to stay in the facility for 1 hour before you can go home. This is to allow your health care providers to monitor if you will experience any unusual symptoms, or what we call adverse events.  Because we take safety seriously, monitoring will continue for until 12 months after you get your shot."
Getting Vaccinated,DOH,3/31/2021,What to do after vaccination?,"You may experience some side effects, similar to having the flu but this should go away in a few days. Don’t worry, this is a normal sign that your body is building protection. In most cases, discomfort from fever or pain is normal but do contact your health care provider if the redness or tenderness where you got the shot increases after 24 hours or if your side effects are worrying you or do not seem to be going away after a few days. It is important that you report to the health authorities so experts can study whether the adverse event was indeed a result of vaccination or a mere coincidence. We don’t want to worry the public unnecessarily. Also, with most COVID-19 vaccines, you will need 2 shots in order for you to get the promised protection. Get the second shot even if you have side effects after the first shot, unless your healthcare provider tells you not to get a second shot."
Getting Vaccinated,DOH,3/31/2021,What do I need to do after getting vaccinated?,"You may experience some side effects, similar to having the flu but this should go away in a few days. Don’t worry, this is a normal sign that your body is building protection. In most cases, discomfort from fever or pain is normal but do contact your health care provider if the redness or tenderness where you got the shot increases after 24 hours or if your side effects are worrying you or do not seem to be going away after a few days. It is important that you report to the health authorities so experts can study whether the adverse event was indeed a result of vaccination or a mere coincidence. We don’t want to worry the public unnecessarily. Also, with most COVID-19 vaccines, you will need 2 shots in order for you to get the promised protection. Get the second shot even if you have side effects after the first shot, unless your healthcare provider tells you not to get a second shot."
Getting Vaccinated,Healthline,3/31/2021,Why do I need to get two doses?,"During early studies, researchers found that the Pfizer-BioNTech and Moderna vaccines provoke a relatively weak immune response when given as just one dose. However, there was a stronger immune response when a second dose was added. Basically, the first dose of the vaccine starts the process of building up protection. The second dose works to greatly reinforce this protection."
Getting Vaccinated,Healthline,3/31/2021,Can I only get the first dose?,"During early studies, researchers found that the Pfizer-BioNTech and Moderna vaccines provoke a relatively weak immune response when given as just one dose. However, there was a stronger immune response when a second dose was added. Basically, the first dose of the vaccine starts the process of building up protection. The second dose works to greatly reinforce this protection."
Getting Vaccinated,Healthline,3/31/2021,Can I just get one dose of vaccine?,"During early studies, researchers found that the Pfizer-BioNTech and Moderna vaccines provoke a relatively weak immune response when given as just one dose. However, there was a stronger immune response when a second dose was added. Basically, the first dose of the vaccine starts the process of building up protection. The second dose works to greatly reinforce this protection."
Getting Vaccinated,Healthline,3/31/2021,What happens if I do not get the second vaccine dose?,"During early studies, researchers found that the Pfizer-BioNTech and Moderna vaccines provoke a relatively weak immune response when given as just one dose. However, there was a stronger immune response when a second dose was added. Basically, the first dose of the vaccine starts the process of building up protection. The second dose works to greatly reinforce this protection."
Getting Vaccinated,CDC,3/31/2021,Can I take different vaccine brands?,"The CDC has recommended that people get the same version because that is what the data in the clinical trials were based on. However, they have indicated that “in exceptional circumstances” if the same version is not available, a person can, for example, get the Pfizer vaccine first and the Moderna vaccine second. The two doses should be separated by at least 28 days if different brands are used. However, people who got the first dose of an mRNA vaccine should not switch to the adenovirus version (Johnson & Johnson/Janssen). The best-case scenario would be that most people will be able to get the second dose from the same vaccine maker as their first dose."
Getting Vaccinated,CDC,3/31/2021,Can I mix doses of different brands?,"The CDC has recommended that people get the same version because that is what the data in the clinical trials were based on. However, they have indicated that “in exceptional circumstances” if the same version is not available, a person can, for example, get the Pfizer vaccine first and the Moderna vaccine second. The two doses should be separated by at least 28 days if different brands are used. However, people who got the first dose of an mRNA vaccine should not switch to the adenovirus version (Johnson & Johnson/Janssen). The best-case scenario would be that most people will be able to get the second dose from the same vaccine maker as their first dose."
Vaccine Brands,FDA,3/31/2021,What data did the FDA use to make the decision to authorize Pfizer-BioNTech COVID-19 Vaccine for emergency use?,"It is not uncommon for FDA to update a LOA when new information regarding an authorized product becomes available and such a revision is appropriate to protect the public health or safety. As noted, there were several updates to the LOA, and the agency reissued the updated LOA in order to provide transparency about the EUA. There are no changes to the agency's determination that the vaccine's known and potential benefits outweigh its known and potential risks."
Vaccine Brands,FDA,3/31/2021,What data is available to the public to review?,"Pfizer-BioNTech COVID-19 Vaccine is authorized to prevent coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in individuals 16 years of age and older.FDA evaluated and analyzed the safety and effectiveness data from clinical trials conducted in tens of thousands of study participants and manufacturing information submitted by Pfizer-BioNTech. FDA has determined that the totality of the available data provides clear evidence that Pfizer-BioNTech COVID-19 Vaccine may be effective in preventing COVID-19 and support that the known and potential benefits outweigh the known and potential risks of the vaccine's use in millions of people 16 years of age and older, including healthy individuals."
Vaccine Brands,FDA,3/31/2021,How well does Pfizer-BioNTech COVID-19 Vaccine prevent COVID-19?,"FDA posted data and analysis in a briefing document made available in connection with the December 10, 2020, meeting of the Vaccines and Related Biological Products Advisory Committee. Following issuance of the emergency use authorization, the Letter of Authorization, Fact Sheets and Full EUA Prescribing Information are posted on FDA's web site. FDA has also posted the review memo for Pfizer-BioNTech COVID-19 Vaccine, which summarizes FDA's review of the safety and effectiveness data, including clinical data, submitted in support of the request for emergency use authorization."
Vaccine Brands,FDA,3/31/2021,How long will the Pfizer-BioNTech COVID-19 Vaccine provide protection?,"The data to support the EUA include an analysis of 36,523 participants in the ongoing randomized, placebo-controlled international study, the majority of whom are U.S. participants, who completed the 2-dose vaccination regimen and did not have evidence of SARS-CoV-2 infection through 7 days after the second dose. Among these participants, 18,198 received the vaccine and 18,325 received saline placebo. The vaccine was 95 percent effective in preventing COVID-19 disease among these clinical trial participants with 8 COVID-19 cases in the vaccine group and 162 COVID-19 cases in the placebo group. Of these 170 COVID-19 cases, 1 in the vaccine group and 3 in the placebo group were classified as severe."
Vaccine Brands,FDA,3/31/2021,Is the the Pfizer-BioNTech COVID-19 Vaccine effective at reducing the severity of COVID-19?,Data are not yet available to inform about the duration of protection that the vaccine will provide.
Vaccine Brands,FDA,3/31/2021,Can people who have already had COVID-19 get the Pfizer-BioNTech COVID-19 Vaccine?,"To date, only a small number of severe cases have occurred during the study, which makes it difficult to evaluate whether the vaccine reduces the severity of COVID-19. Pfizer-BioNTech COVID-19 vaccine is authorized to prevent coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in individuals 16 years of age and older."
Vaccine Brands,FDA,3/31/2021,"If a person has received the the Pfizer-BioNTech COVID-19 Vaccine, will the vaccine protect against transmission of SARS-CoV-2 from individuals who are infected despite vaccination?","Among all study participants, 3% had evidence of infection prior to vaccination, and among participants with evidence of infection prior to vaccination, more confirmed COVID-19 cases occurred in the placebo group compared with the vaccine group. While relatively few confirmed COVID-19 cases occurred overall among participants with evidence of infection prior to vaccination, available data suggest that previously infected individuals can be at risk of COVID-19 (i.e., reinfection) and could benefit from vaccination."
Vaccine Brands,FDA,3/31/2021,How can we be so sure about the effectiveness of the Pfizer-BioNTech COVID-19 Vaccine when people participating in the trial were doing some level of mitigation (whether personal or government recommended)?,"Most vaccines that protect from viral illnesses also reduce transmission of the virus that causes the disease by those who are vaccinated. While it is hoped this will be the case, the scientific community does not yet know if the Pfizer-BioNTech COVID-19 Vaccine will reduce such transmission."
Vaccine Brands,FDA,3/31/2021,Did clinical trial participation include members of racial or ethnic groups at greater risk from COVID-19?,"In a randomized, blinded clinical trial, participants are not aware of whether they received vaccine or placebo. Therefore, any mitigation efforts would have affected those who received vaccine and placebo equally. The relatively high infection rate among placebo recipients suggests that that any mitigation efforts among trial participants may not have been very effective."
Vaccine Brands,FDA,3/31/2021,Can pregnant or breastfeeding women receive the Pfizer-BioNTech COVID-19 Vaccine?,"Yes. Overall, among the total participants who received either Pfizer-BioNTech COVID-19 Vaccine or placebo, 9.1 percent were Black or African American, 28.0 percentwere Hispanic/Latino, 4.3 percentwere Asian, and 0.5 percentwere American Indian/Alaska native."
Vaccine Brands,FDA,3/31/2021,Can children receive the Pfizer-BioNTech COVID-19 Vaccine?,"While there have been no specific studies in these groups, there is no contraindication to receipt of the vaccine for pregnant or breastfeeding women. Pregnant or breastfeeding women should discuss potential benefits and risks of vaccination with their healthcare provider."
Vaccine Brands,FDA,3/31/2021,What safety information did FDA evaluate to authorize the Pfizer-BioNTech COVID-19 Vaccine for emergency use?,Individuals 16 and 17 years of age may receive the vaccine. The EUA includes use in individuals 16 and older. Adolescents 16 to 17 years of age were included in the efficacy analysis and one confirmed COVID-19 case was reported in this age group. FDA has determined that it is biologically reasonable to extrapolate that safety and effectiveness in ages 16-17 years would be similar to safety and effectiveness in younger adults.
Vaccine Brands,FDA,3/31/2021,Is information available about serious adverse events?,"The available safety data to support the EUA include 37,586 of the participants enrolled in an ongoing randomized, placebo-controlled international study, the majority of whom are U.S. participants. These participants, 18,801 of whom received the vaccine and 18,785 of whom received saline placebo, were followed for a median of 2 months after receiving the 2nd dose. This is consistent with the recommendations set forth in FDA's October 2020 Guidance on Emergency Use Authorization for Vaccines to Prevent COVID-19.The most commonly reported side effects were pain at the injection site, tiredness, headache, muscle pain, chills, joint pain, and fever. Side effects typically started within two days of vaccination and resolved 1-2 day later. Of note, more people experienced these side effects after the second dose than after the first dose, so it is important for vaccination providers and recipients to expect that that there may be some side effects after either dose, but even more so after the second dose.FDA also evaluated additional safety data from the larger database that included participants enrolled later during the study who had shorter follow-up (the total database included 43,448 participants, 21,720 of whom received vaccine and 21,728 of whom received saline placebo) . FDA determined that the findings were similar to those in the population of participants with a median follow-up of 2 months after the 2nd dose."
Vaccine Brands,FDA,3/31/2021,Are vaccine providers required to report side effects?,"Serious adverse events, while uncommon (<1.0%), were observed at slightly higher numerical rates in the vaccine study group compared to the saline placebo study group, both overall and for certain specific adverse events occurring in very small numbers. These represented common medical events that occur in the general population at similar frequency. Upon further review by FDA, these imbalances do not raise a safety concern, nor do they suggest a causal relationship to vaccination for the vast majority of reported serious adverse events.Serious adverse events considered by FDA to be plausibly related to the vaccine or vaccination procedure were one case of shoulder injury at the vaccination site and one case of swollen lymph node in the armpit opposite the vaccination arm.No safety concerns were identified in subgroup analyses by age, race, ethnicity, medical comorbidities, or prior SARS-CoV-2 infection.Severe allergic reactions, including anaphylaxis, have been reported following administration of Pfizer-BioNTech COVID-19 Vaccine during mass vaccination outside of the clinical trial setting. Information pertaining to severe allergic reaction is included in the Fact Sheet for Vaccine Providers, Fact Sheet for Vaccine Recipients and the EUA Prescribing Information.Additional adverse reactions, some of which may be serious, may become apparent with more widespread use of the Pfizer-BioNTech COVID-19 Vaccine."
Vaccine Brands,FDA,3/31/2021,Must vaccine providers give a hard copy of the authorized Recipient and Caregiver Fact Sheetto the individual when they get their shot?,Providers administering Pfizer-BioNTech COVID-19 Vaccine must report to the Vaccine Adverse Event Reporting System (VAERS) and to Pfizer the following information associated with the vaccine of which they become aware:Vaccine administration errors whether or not associated with an adverse eventSerious adverse events (irrespective of attribution to vaccination)Cases of Multisystem Inflammatory SyndromeCases of COVID-19 that result in hospitalization or death
Vaccine Brands,FDA,3/31/2021,Can the Pfizer-BioNTech COVID-19 Vaccine protect recipients after a single dose?,"The EUA requires vaccination providers, prior to the individual receiving the vaccine, to communicate to the recipient or their caregiver information consistent with the â€œFact Sheet for Recipients and Caregivers,â€ and either to provide a copy of the Fact Sheet or to direct the individual to the website (https://www.cvdvaccine.com/) to obtain the Fact Sheet."
Vaccine Brands,FDA,3/31/2021,Are the Pfizer-BioNTech COVID-19 vaccine and the Moderna COVID-19 vaccine interchangeable?,"The Pfizer-BioNTech COVID-19 Vaccine is administered intramuscularly as a series of two doses (0.3 mL each) 3 weeks apart. The vaccine was not studied for use as a single dose.FDA's conclusions regarding the safety and effectiveness of the Pfizer-BioNTech COVID-19 Vaccine, and the Agency's determination that the criteria for an Emergency Use Authorization (EUA) were met, were based on the evidence generated by the clinical trials that studied two doses and are reflected in conditions described in the emergency use authorization (EUA).Individuals who have received one dose of the Pfizer-BioNTech COVID-19 Vaccine should receive a second dose of Pfizer-BioNTech COVID-19 Vaccine on schedule to complete the vaccination series."
Vaccine Brands,FDA,3/31/2021,Can you describe the mRNA technology of the Pfizer-BioNTech COVID-19 Vaccine? Are there any safety concerns considering the â€œnewnessâ€ of this technology?,"No. There are no data available on the interchangeability of Pfizer-BioNTech COVID-19 Vaccine with other COVID-19 vaccines, including Moderna COVID-19 Vaccine. Individuals who have received one dose of Pfizer-BioNTech COVID-19 Vaccine should receive a second dose of Pfizer-BioNTech COVID-19 Vaccine to complete the vaccination series.Individuals who have received one dose of Moderna COVID-19 Vaccine should receive a second dose of Moderna COVID-19 Vaccine to complete the vaccination series."
Vaccine Brands,FDA,3/31/2021,Can the Pfizer-BioNTech COVID-19 Vaccine cause infertility in women?,"The Pfizer-BioNTech COVID-19 Vaccine is a messenger RNA (mRNA) vaccine. The vaccine contains a synthetic, small piece of the SARS-CoV-2 genetic material (mRNA) that instructs cells in the body to make the virus's distinctive ""spike""protein. When vaccinated, the body produces copies of the spike protein, which alone does not cause disease, and the immune system learns to react defensively, producing an immune response against SARS-CoV-2.Although this technology has not been used in any FDA-licensed preventive vaccine, FDA scientists have expertise with this technology as it has been used to develop other preventive investigational vaccines that have been tested in human clinical trials. FDA does not have specific safety concerns with a vaccine that utilizes this technology."
Vaccine Brands,FDA,3/31/2021,What materials about the Pfizer-BioNTech COVID-19 Vaccine is FDA making available to vaccine providers and vaccine recipients?,"There is no scientific evidence to suggest that the vaccine could cause infertility in women. In addition, infertility is not known to occur as a result of natural COVID-19 disease, further demonstrating that immune responses to the virus, whether induced by infection or a vaccine, are not a cause of infertility. Reports on social media have falsely asserted that the vaccine could cause infertility in women and the FDA is concerned that this misinformation may cause women to avoid vaccination to prevent COVID-19, which is a potentially serious and life-threatening disease. SARS-CoV-2 is the virus that causes COVID-19. The symptoms of COVID-19 vary and are unpredictable; many people have no symptoms or only mild disease, while some have severe respiratory disease including pneumonia and acute respiratory distress syndrome (ARDS), leading to multi-organ failure and death. The Pfizer-BioNTech COVID-19 vaccine is a mRNA vaccine. It contains a small piece of the SARS-CoV-2 virus's genetic material that instructs cells in the body to make the virus's distinctive â€œspikeâ€ protein. After a person is vaccinated, their body produces copies of the spike protein, which does not cause disease, and triggers the immune system to learn to react defensively, producing an immune response against SARS-CoV-2. Contrary to false reports on social media, this protein is not the same as any involved in formation of the placenta."
Vaccine Brands,FDA,3/31/2021,How will additional safety monitoring be conducted for the Pfizer-BioNTech COVID-19 Vaccine?,"Fact Sheet for Recipients and Caregivers Fact Sheet for Vaccination Providers, which also includes Emergency Use Authorization (EUA) Prescribing Information FDA's Decision Memorandum"
Vaccine Brands,FDA,3/31/2021,How will additional data on the effectiveness of the Pfizer-BioNTech COVID-19 Vaccine be obtained?,"The company has submitted a pharmacovigilance plan to FDA to monitor the safety of Pfizer-BioNTech COVID-19 Vaccine. The pharmacovigilance plan includes a plan to complete longer-term safety follow-up for participants enrolled in ongoing clinical trials. The pharmacovigilance plan also includes other activities aimed at monitoring the safety profile of the Pfizer-BioNTech COVID-19 vaccine and ensuring that any safety concerns are identified and evaluated in a timely manner.Responsibility for additional post-authorization vaccine safety monitoring will be shared primarily by FDA and the U.S. Centers for Disease Control and Prevention (CDC), along with other agencies involved in healthcare delivery. Post-authorization safety monitoring during the COVID-19 pandemic vaccination program will aim to continuously monitor the safety of COVID-19 vaccines to rapidly detect safety problems if they exist. There will be multiple, complementary systems in place with validated analytic methods that can rapidly detect signals for possible vaccine safety problems. The U.S. government has a well-established post-authorization/post-approval vaccine safety monitoring infrastructure that will be scaled up to meet the needs of a large-scale COVID-19 vaccination program. The U.S. government â€“ in partnership with health systems, academic centers, and private sector partners â€“ will use multiple existing vaccine safety monitoring systems to monitor COVID-19 vaccines in the post-authorization/approval period. Some of these systems are the Vaccine Adverse Event Reporting System (VAERS), the Vaccine Safety Datalink (VSD), the Biologics Effectiveness and Safety (BEST) Initiative, and Medicare claims data."
Vaccine Brands,FDA,3/31/2021,How does the vaccine go from authorized for emergency use to licensed (approved)?,"Additional data on vaccine effectiveness will be generated from further follow-up of participants in clinical studies already underway before the EUA was issued, plus studies conducted by the manufacturer or by the U.S. government evaluating effectiveness of the vaccine as used under the EUA."
Vaccine Brands,FDA,3/31/2021,"Does the FDA foresee any instance in which a vaccine might receive an EUA and not meet the criteria for a Biologics License Application (BLA)? If a product doesn't meet the BLA standard, does the EUA get revoked?","It is FDA's expectation that, following submission of an EUA request and issuance of an EUA, the manufacturer would continue to collect placebo-controlled data in any ongoing trials for as long as feasible to obtain additional safety and effectiveness information and would also work towards submission of a Biologics License Application (BLA) as soon as possible."
Vaccine Brands,FDA,3/31/2021,How long will it take to get to a BLA? When does the clock start to get a BLA?,"If safety or effectiveness concerns arise with a vaccine under EUA, FDA has the authority to revoke the EUA. However, it is expected that the data supporting the EUA, together with those that will be collected during use of vaccine under EUA, and additional data collected from ongoing trials will be sufficient to support licensure (approval) of a vaccine authorized under EUA."
Vaccine Brands,FDA,3/31/2021,What happens to other vaccines being studied?,We cannot predict how long it will take for the manufacturer to submit a Biologics License Application (BLA). There is no â€œclockâ€ for the submission of a BLA to FDA after issuance of an EUA or completion of clinical trials.
Vaccine Brands,FDA,3/31/2021,Is it feasible to conduct placebo-controlled trials of COVID-19 vaccines after a vaccine is made available under an EUA?,FDA believes it is important for clinical trials for other COVID-19 vaccines to continue or initiate. It is important to have a portfolio of COVID-19 vaccines available to be able to vaccinate our population.
Vaccine Brands,FDA,3/31/2021,Who made the decision to authorize the Pfizer-BioNTech COVID-19 Vaccine for emergency use?,"FDA believes it is feasible to conduct placebo-controlled trials of COVID-19 vaccines after another vaccine is made available under an EUA, especially if that vaccine is not available in sufficient quantity for everyone who wants to receive it. Additionally, it may be feasible to conduct trials where safety and effectiveness of one or more COVID-19 vaccines are evaluated against a comparator COVID-19 vaccine that has been authorized for use under an EUA."
Vaccine Brands,FDA,3/31/2021,How are you going to educate the public about the safety and effectiveness of the the Pfizer-BioNTech COVID-19 Vaccine?,"FDA's career scientists and physicians in the Center for Biologics Evaluation and Research made a determination that the emergency use authorization request met the criteria for issuing an EUA. Our Chief Scientist, RADM Denise Hinton, signed the authorization."
Vaccine Brands,FDA,3/31/2021,"Now that the Pfizer-BioNTech COVID-19 Vaccine is available, will the public still need to be vigilant and practice public health measures?","FDA has been embarking on an education campaign via social media, consumer content, media interviews, engagement with stakeholders and more to help the public understand our regulatory and scientific processes. These engagements will continue."
Vaccine Brands,FDA,3/31/2021,"Previously, there were reports that vials of Pfizer-BioNTech COVID-19 Vaccine contained extra product after five doses of vaccine was obtained from a vial. The original letter of authorization (LOA) said that each vial contains 5 doses of 0.3 mL per dose. What's different with the latest version of the Fact Sheet regarding the number of doses per vial?","Yes. Because the vaccine will not be available immediately for most of the population, it will still be necessary to continue with the public health measures that we have been following. The best way to prevent illness is to avoid being exposed to the virus. The CDC recommends the following preventive actions:Wash your hands often with plain soap and water. The CDC recommends washing your hands often with soap and water for at least 20 seconds, especially after you have been in a public place, or after blowing your nose, coughing, or sneezing. If soap and water are not available, the CDC recommends using an alcohol-based hand sanitizer that contains at least 60 percent alcohol. Learn more about safely using hand sanitizer.Cover your mouth and nose with a cloth face covering or non-surgical mask when around others.Avoid crowds and practice social distancing (stay at least 6 feet apart from others)."
Vaccine Brands,FDA,3/31/2021,What other changes or updates were made to the letter of authorization for Pfizer-BioNTech COVID-19 Vaccine?,"FDA previously advised that it is acceptable to use every full dose obtainable from each vial (the sixth, or possibly even a seventh), pending resolution of the issue of how many full doses are obtainable per vial of Pfizer-BioNTech COVID-19 Vaccine.â€¯FDA also advised that any further product remaining that does not constitute a full dose should not be pooled from multiple vials to create one.Pfizer has submitted requests to FDA for the EUA to clarify the number of doses obtainable per vial of Pfizer-BioNTech COVID-19 vaccine. In order to provide flexibility to vaccine providers, FDA updated the Letter of Authorization for the EUA for the Pfizer-BioNTech COVID-19 Vaccine to remove reference to the number of doses contained in one vial after dilution. The Agency also updated the Fact Sheet for Healthcare Providers Administering Vaccine (Vaccination Providers) to note that, after dilution, one vial of Pfizer-BioNTech COVID-19 Vaccine contains six doses of 0.3 mL. This updated Fact Sheet for Vaccination Providers also notes that low dead-volume syringes and/or needles can be used to extract six doses from a single vial. If standard syringes and needles are used, there may not be sufficient volume to extract a sixth dose from a single vial.Given that the original Letter of Authorization noted that each vial contained 5 doses, we recognize that some vial labels and cartons may state that after dilution, a vial contains 5 doses of 0.3 mL. The information in the Fact Sheet regarding the number of doses per vial after dilution supersedes the number of doses stated on vial labels and cartons.Because the Pfizer-BioNTech COVID-19 vaccine does not contain preservative, it is critical to note that any further remaining product that does not constitute a full dose should not be pooled from multiple vials to create one dose. The updated information in the revised Fact Sheet for Vaccination Providers should address any questions or confusion about whether these additional full doses may be used."
